title,platform,score,release_year,release_month,release_day,Rank,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Magic Carpet,PlayStation,7.5,1996,11,25,13333,Shooter,Electronic Arts,0.03,0.02,0.0,0.0,0.05
Project: Horned Owl,PlayStation,6.0,1996,11,25,10406,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01,0.11
In the Hunt,PlayStation,3.0,1996,11,25,9258,Shooter,THQ,0.03,0.02,0.07,0.01,0.14
International Track & Field,PlayStation,7.0,1996,11,25,3887,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03,0.51
Novastorm,PlayStation,2.0,1996,11,25,13706,Shooter,Psygnosis,0.02,0.02,0.0,0.0,0.04
PO'ed,PlayStation,8.0,1996,11,25,13909,Shooter,Time Warner Interactive,0.02,0.01,0.0,0.0,0.04
WWF Wrestlemania: The Arcade Game,PlayStation,7.0,1996,11,26,12801,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06
Tetris Plus,PlayStation,6.0,1996,11,26,647,Puzzle,JVC,2.1,0.24,0.0,0.07,2.4
Tokyo Highway Battle,PlayStation,7.0,1996,11,26,5447,Racing,Jaleco,0.06,0.04,0.21,0.02,0.33
Zero Divide,PlayStation,5.0,1996,11,26,12725,Fighting,Ocean,0.03,0.02,0.0,0.0,0.06
X-COM: UFO Defense,PlayStation,9.0,1996,11,26,10877,Strategy,Microprose,0.05,0.04,0.0,0.01,0.09
Mortal Kombat Trilogy,Nintendo 64,4.1,1996,11,20,2159,Fighting,GT Interactive,0.72,0.22,0.0,0.02,0.96
Wave Race 64,Nintendo 64,9.7,1996,11,15,485,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94
Battle Arena Toshinden Remix,Saturn,5.0,1996,11,15,9901,Fighting,Sega,0.0,0.0,0.12,0.0,0.12
Cruis'n USA,Nintendo 64,4.0,1996,11,14,1022,Racing,Nintendo,1.69,0.04,0.0,0.01,1.74
Batman Forever: The Arcade Game,PlayStation,5.0,1996,11,2,14192,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
Pilotwings 64,Nintendo 64,8.2,1996,9,25,1821,Simulation,Nintendo,0.56,0.24,0.3,0.02,1.12
Road Rash,PlayStation,5.0,1996,11,25,1556,Racing,Electronic Arts,0.71,0.48,0.0,0.08,1.27
Shellshock,PlayStation,7.0,1996,11,25,10539,Action,Core Design Ltd.,0.06,0.04,0.0,0.01,0.1
SimCity 2000,PlayStation,7.0,1996,11,25,1647,Simulation,Maxis,0.68,0.46,0.0,0.08,1.22
Street Fighter Alpha: Warriors' Dreams,PlayStation,7.0,1996,11,25,2696,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05,0.76
Revolution X,PlayStation,1.0,1996,11,25,10497,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1
Psychic Detective,PlayStation,2.0,1996,11,25,16557,Adventure,Electronic Arts,0.01,0.0,0.0,0.0,0.01
NHL FaceOff,PlayStation,9.0,1996,11,25,4390,Sports,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.45
NFL GameDay,PlayStation,8.0,1996,11,25,2448,Sports,Sony Computer Entertainment,0.47,0.32,0.0,0.06,0.85
Kileak: The DNA Imperative,PlayStation,3.0,1996,11,25,5103,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02,0.37
Formula 1,PlayStation,8.0,1996,11,25,2689,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76
Zoop,PlayStation,5.0,1996,11,26,13272,Puzzle,MediaQuest,0.03,0.02,0.0,0.0,0.05
Tekken 2,PlayStation,9.0,1996,11,26,153,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74
Warhawk,PlayStation,8.7,1996,11,26,4305,Simulation,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.46
Rayman,PlayStation,7.0,1996,11,25,463,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03
Romance of the Three Kingdoms IV: Wall of Fire,PlayStation,6.0,1996,11,25,9462,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01,0.13
Super Mario 64,Nintendo 64,9.8,1996,9,25,47,Platform,Nintendo,6.91,2.85,1.91,0.23,11.89
Baku Baku,Saturn,7.0,1996,6,18,13171,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05
Off-World Interceptor Extreme,PlayStation,4.0,1996,11,25,8394,Racing,Crystal Dynamics,0.09,0.06,0.0,0.01,0.17
Gex,PlayStation,6.0,1996,11,25,2378,Platform,Crystal Dynamics,0.49,0.33,0.0,0.06,0.87
Skeleton Warriors,PlayStation,5.0,1996,11,25,11626,Platform,Virgin Interactive,0.04,0.03,0.0,0.01,0.08
Johnny Bazookatone,PlayStation,5.0,1996,11,25,13224,Platform,U.S. Gold,0.03,0.02,0.0,0.0,0.05
Road & Track Presents: The Need for Speed,PlayStation,7.0,1996,11,25,2070,Racing,Electronic Arts,0.56,0.38,0.0,0.07,1.0
Mario Kart 64,Nintendo 64,8.1,1997,2,20,64,Racing,Nintendo,5.55,1.94,2.23,0.15,9.87
Rally Cross,PlayStation,7.0,1997,2,20,5639,Racing,Sony Computer Entertainment,0.18,0.12,0.0,0.02,0.32
Grid Runner,PlayStation,6.0,1997,2,10,14595,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.03
Virtual Pool,PlayStation,7.0,1997,2,10,3901,Sports,Interplay,0.28,0.19,0.0,0.03,0.51
Peak Performance,PlayStation,7.0,1997,4,29,14455,Racing,JVC,0.02,0.01,0.0,0.0,0.03
Independence Day,PlayStation,2.0,1997,4,23,4440,Shooter,Fox Interactive,0.25,0.17,0.0,0.03,0.44
Buster Bros. Collection,PlayStation,6.0,1997,4,21,11755,Puzzle,Capcom,0.04,0.03,0.0,0.0,0.07
Destruction Derby 2,PlayStation,7.2,1996,12,23,1737,Racing,Psygnosis,0.65,0.44,0.0,0.08,1.17
Blood Omen: Legacy of Kain,PlayStation,8.5,1997,1,31,4451,Role-Playing,Crystal Dynamics,0.25,0.17,0.0,0.03,0.44
Doom 64,Nintendo 64,7.4,1997,1,28,4192,Shooter,Midway Games,0.38,0.08,0.0,0.01,0.47
NHL FaceOff '97,PlayStation,8.0,1997,1,28,4264,Sports,Sony Computer Entertainment,0.26,0.17,0.0,0.03,0.46
Super Puzzle Fighter II Turbo,PlayStation,9.0,1997,1,27,9217,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14
Suikoden,PlayStation,9.0,1997,1,22,3354,Role-Playing,Konami Digital Entertainment,0.21,0.14,0.21,0.04,0.6
Battle Stations,PlayStation,6.0,1997,4,16,2643,Strategy,Electronic Arts,0.43,0.29,0.0,0.05,0.78
Nanotek Warrior,PlayStation,8.0,1997,4,14,14807,Shooter,Virgin Interactive,0.01,0.01,0.0,0.0,0.03
Rush Hour,PlayStation,6.0,1997,4,14,14718,Misc,Psygnosis,0.02,0.01,0.0,0.0,0.03
Vandal Hearts,PlayStation,8.0,1997,4,9,4401,Role-Playing,Konami Digital Entertainment,0.14,0.09,0.19,0.03,0.45
Mortal Kombat Trilogy,PlayStation,6.0,1996,12,19,533,Fighting,GT Interactive,1.98,0.7,0.0,0.11,2.79
Pitball,PlayStation,5.0,1996,12,18,14877,Sports,Time Warner Interactive,0.01,0.01,0.0,0.0,0.03
MLB Pennant Race,PlayStation,5.0,1996,12,17,6053,Sports,Sony Computer Entertainment,0.16,0.11,0.0,0.02,0.29
Project Overkill,PlayStation,5.0,1997,1,21,6752,Shooter,Konami Digital Entertainment,0.14,0.09,0.0,0.02,0.25
Crusader: No Remorse,PlayStation,7.0,1997,1,21,13352,Adventure,Electronic Arts,0.03,0.02,0.0,0.0,0.05
VR Golf '97,PlayStation,8.0,1997,1,20,8390,Sports,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17
Disruptor,PlayStation,8.0,1997,1,13,9470,Shooter,Interplay,0.07,0.05,0.0,0.01,0.13
Final Doom,PlayStation,7.0,1997,1,7,6401,Shooter,GT Interactive,0.15,0.1,0.0,0.02,0.27
Twisted Metal 2,PlayStation,7.3,1997,1,7,632,Racing,Sony Computer Entertainment,2.12,0.25,0.0,0.07,2.44
Jet Moto,PlayStation,8.0,1997,1,3,948,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83
FIFA Soccer 64,Nintendo 64,4.2,1997,4,1,4047,Sports,Electronic Arts,0.16,0.3,0.0,0.03,0.49
Big Bass World Championship,PlayStation,6.0,1997,3,27,5203,Sports,Starfish,0.2,0.14,0.0,0.02,0.36
Blast Corps,Nintendo 64,9.0,1997,3,26,2887,Action,Nintendo,0.39,0.09,0.17,0.06,0.71
NBA ShootOut '97,PlayStation,9.0,1997,3,18,3246,Sports,Sony Computer Entertainment,0.35,0.24,0.0,0.04,0.62
Turok: Dinosaur Hunter,Nintendo 64,8.6,1997,3,11,13365,Shooter,Acclaim Entertainment,0.0,0.0,0.05,0.0,0.05
The Crow: City of Angels,PlayStation,1.0,1997,3,11,15543,Action,Acclaim Entertainment,0.01,0.01,0.0,0.0,0.02
Star Wars: Dark Forces,PlayStation,5.0,1996,12,13,3667,Shooter,LucasArts,0.31,0.21,0.0,0.04,0.55
Cool Boarders,PlayStation,7.0,1996,12,13,4542,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43
Street Fighter Alpha 2,PlayStation,8.5,1996,12,11,2437,Fighting,Virgin Interactive,0.14,0.09,0.57,0.06,0.85
Black Dawn,PlayStation,7.5,1997,1,2,9608,Simulation,Virgin Interactive,0.07,0.05,0.0,0.01,0.13
Crypt Killer,PlayStation,4.0,1997,3,7,13902,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04
Carnage Heart,PlayStation,9.2,1997,3,5,10380,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01,0.11
Star Wars: Shadows of the Empire,Nintendo 64,6.5,1996,12,9,575,Action,Nintendo,2.0,0.5,0.12,0.03,2.65
Wayne Gretzky's 3D Hockey,Nintendo 64,7.1,1996,12,5,3821,Sports,Nintendo,0.49,0.03,0.0,0.0,0.53
Killer Instinct Gold,Nintendo 64,6.5,1996,12,4,2516,Fighting,Nintendo,0.61,0.19,0.0,0.01,0.82
Spot Goes to Hollywood,PlayStation,3.0,1996,11,26,11842,Platform,Virgin Interactive,0.04,0.03,0.0,0.0,0.07
Space Hulk: Vengeance of the Blood Angels,PlayStation,6.0,1996,11,26,12077,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07
Tekken,PlayStation,7.5,1996,11,26,416,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
VR Soccer '96,PlayStation,7.7,1996,11,26,13282,Sports,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0,0.05
World Cup Golf: Professional Edition,PlayStation,5.0,1996,11,26,9607,Sports,U.S. Gold,0.07,0.05,0.0,0.01,0.13
WipEout XL,PlayStation,9.0,1996,11,26,6657,Racing,Psygnosis,0.14,0.1,0.0,0.02,0.25
Xevious 3D/G+,PlayStation,8.0,1997,6,11,9099,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14
Thunder Truck Rally,PlayStation,7.0,1997,6,3,9033,Racing,Psygnosis,0.08,0.05,0.0,0.01,0.14
War Gods,Nintendo 64,4.3,1997,5,29,6032,Fighting,Midway Games,0.23,0.06,0.0,0.0,0.29
Broken Helix,PlayStation,6.0,1997,5,29,12656,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.06
War Gods,PlayStation,4.0,1997,5,23,14905,Fighting,GT Interactive,0.01,0.01,0.0,0.0,0.03
Descent Maximum,PlayStation,7.5,1997,5,23,10751,Shooter,Interplay Productions,0.05,0.04,0.0,0.01,0.1
Wing Commander IV: The Price of Freedom,PlayStation,4.0,1997,5,21,11248,Simulation,Origin Systems,0.05,0.03,0.0,0.01,0.09
Wild ARMs,PlayStation,8.0,1997,5,20,2183,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95
Rage Racer,PlayStation,7.0,1997,5,19,1734,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17
Star Fox 64,Nintendo 64,8.7,1997,5,16,297,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03
Grand Slam,PlayStation,6.0,1997,5,13,13514,Misc,Virgin Interactive,0.02,0.02,0.0,0.0,0.04
Tail of the Sun,PlayStation,7.0,1997,5,9,15651,Role-Playing,ArtDink,0.01,0.01,0.0,0.0,0.02
Goal Storm '97,PlayStation,6.0,1997,5,6,10340,Sports,Konami Digital Entertainment,0.01,0.0,0.09,0.01,0.11
Psychic Force,PlayStation,5.0,1997,4,29,8664,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.01,0.16
The Lost World: Jurassic Park,PlayStation,5.0,1997,8,26,2037,Action,Electronic Arts,0.57,0.39,0.0,0.07,1.02
NFL GameDay 98,PlayStation,8.8,1997,8,26,1076,Sports,Sony Computer Entertainment,1.58,0.06,0.0,0.04,1.68
GoldenEye 007,Nintendo 64,9.7,1997,8,25,85,Shooter,Nintendo,5.8,2.01,0.13,0.15,8.09
Ace Combat 2,PlayStation,9.0,1997,8,22,2341,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89
